,x_top_left,y_top_left,x_top_right,y_top_right,x_bot_left,y_bot_left,x_bot_right,y_bot_right
225,813.2862548828125,210.1344757080078,988.128662109375,221.71290588378906,811.7828369140625,235.69309997558594,985.6732177734375,246.26734924316406
226,818.8870239257812,210.1425018310547,993.5311279296875,221.62759399414062,817.3678588867188,235.58912658691406,991.4827880859375,246.2069091796875
227,829.2398681640625,210.67999267578125,1006.35400390625,221.33462524414062,827.8153076171875,236.32305908203125,1004.789794921875,246.36187744140625
228,840.8363037109375,210.45578002929688,1014.0,219.0,839.1239013671875,236.14163208007812,1014.0,245.0
229,846.593017578125,210.91725158691406,1020.0,219.0,845.06884765625,236.8275909423828,1020.0,245.0
230,859.2245483398438,211.06996154785156,1035.795166015625,220.34825134277344,857.7437133789062,236.98533630371094,1034.956298828125,246.3534393310547
231,872.203857421875,210.82077026367188,1048.7164306640625,220.3550567626953,870.525146484375,237.00802612304688,1047.9266357421875,246.42201232910156
232,878.1753540039062,211.84307861328125,1055.6785888671875,220.24794006347656,876.7261352539062,237.92922973632812,1054.9306640625,246.4265594482422
233,889.2139892578125,211.415771484375,1066.727294921875,221.36029052734375,887.650390625,237.60601806640625,1065.7904052734375,246.65890502929688
234,901.1962280273438,211.73179626464844,1078.96484375,220.87855529785156,899.6322631835938,237.79795837402344,1077.912109375,247.1964569091797
235,907.1622314453125,211.97299194335938,1086.1041259765625,221.8144989013672,905.76953125,237.96981811523438,1084.855224609375,248.04075622558594
236,919.1600341796875,212.12001037597656,1098.2852783203125,222.0135955810547,917.7138671875,238.15077209472656,1097.0386962890625,248.1923370361328
237,929.6712646484375,212.24586486816406,1110.22802734375,222.43153381347656,928.3011474609375,238.2790069580078,1108.6474609375,248.9043426513672
238,934.796630859375,212.13197326660156,1116.218505859375,222.0677032470703,933.40771484375,238.0575714111328,1114.769287109375,248.1538543701172
239,946.1766357421875,211.70590209960938,1128.2347412109375,222.4823455810547,944.7666625976562,238.02322387695312,1126.4825439453125,248.76551818847656
240,957.2415771484375,210.97451782226562,1140.2452392578125,222.07781982421875,955.6585083007812,237.35952758789062,1138.5914306640625,248.53695678710938
241,962.2037353515625,211.22723388671875,1146.070068359375,221.87936401367188,960.7908935546875,237.3670654296875,1144.40478515625,248.5252685546875
242,972.3231201171875,210.15487670898438,1156.9039306640625,221.08511352539062,970.5797119140625,236.30532836914062,1155.2625732421875,248.16744995117188
243,982.2813720703125,210.07321166992188,1167.8892822265625,219.73333740234375,980.7891845703125,236.18792724609375,1166.6478271484375,246.6298828125
244,987.531005859375,209.97242736816406,1173.961669921875,220.89324951171875,986.0,236.00001525878906,1172.381103515625,247.36605834960938
245,997.3924560546875,209.97357177734375,1185.010986328125,220.50074768066406,996.2604370117188,236.01129150390625,1183.268798828125,247.2132110595703
246,1007.162353515625,209.26791381835938,1195.92626953125,220.18289184570312,1006.0227661132812,235.479248046875,1194.233642578125,247.26461791992188
247,1012.0,210.0,1202.15576171875,219.5438995361328,1012.0,237.0,1200.53515625,246.82386779785156
248,1022.0,210.0,1211.8311767578125,219.14987182617188,1022.0,237.0,1210.2049560546875,246.2523193359375
249,1031.3037109375,208.01318359375,1221.6785888671875,218.93341064453125,1030.158447265625,234.35470581054688,1219.8448486328125,246.1356201171875
250,1036.0,208.0,1227.9129638671875,218.69659423828125,1036.0,235.0,1226.1817626953125,245.82012939453125
251,1045.0,208.0,1237.894287109375,218.02354431152344,1045.0,234.0,1236.255126953125,245.47792053222656
252,1053.0,208.0,1247.87890625,216.88433837890625,1053.0,234.0,1246.355224609375,244.81939697265625
253,1058.0,208.0,1252.1011962890625,217.38133239746094,1058.0,233.0,1250.3736572265625,245.0233612060547
254,1066.0,207.0,1261.9884033203125,217.18678283691406,1066.0,233.0,1260.2413330078125,245.1400909423828
255,1074.0,207.0,1270.198486328125,216.8249053955078,1074.0,232.0,1268.439697265625,244.96498107910156
256,1078.0,207.0,1276.037841796875,216.3551483154297,1078.0,232.0,1274.38623046875,244.43446350097656
257,1086.0,213.0,1280.5845947265625,215.53375244140625,1086.0,230.0,1278.9359130859375,244.1116943359375
258,1108.2606201171875,203.8288116455078,1280.7120361328125,214.6070098876953,1106.4786376953125,232.34242248535156,1278.9300537109375,243.12062072753906
259,1108.2083740234375,204.2756805419922,1280.5718994140625,213.9280242919922,1106.6109619140625,232.80223083496094,1278.9744873046875,242.45457458496094
260,1109.462158203125,202.48995971679688,1280.659912109375,213.02520751953125,1107.7041015625,231.05868530273438,1278.90185546875,241.59393310546875
261,1110.254638671875,201.75526428222656,1280.621337890625,211.97727966308594,1108.5400390625,230.33238220214844,1278.90673828125,240.5543975830078
262,1113.3184814453125,200.94131469726562,1280.7330322265625,211.48709106445312,1111.5147705078125,229.57571411132812,1278.9293212890625,240.12149047851562
263,1117.24609375,200.56922912597656,1280.52001953125,209.63999938964844,1115.6552734375,229.2030792236328,1278.92919921875,238.2738494873047
264,1122.4942626953125,198.84814453125,1280.6707763671875,208.43460083007812,1120.7559814453125,227.53067016601562,1278.9324951171875,237.11712646484375
265,1126.1146240234375,198.9047393798828,1280.5123291015625,207.3483428955078,1124.5418701171875,227.66249084472656,1278.9395751953125,236.10609436035156
266,1131.976318359375,197.75341796875,1280.57568359375,206.16470336914062,1130.373046875,226.0777587890625,1278.972412109375,234.48904418945312
267,1138.1624755859375,196.95533752441406,1280.5174560546875,204.54759216308594,1136.6251220703125,225.78001403808594,1278.9801025390625,233.3722686767578
268,1141.76611328125,196.8251953125,1280.5498046875,204.32699584960938,1140.21044921875,225.60595703125,1278.994140625,233.10775756835938
269,1148.1824951171875,195.83743286132812,1280.5303955078125,203.472900390625,1146.5150146484375,224.74124145507812,1278.8629150390625,232.376708984375
270,1155.8809814453125,195.24664306640625,1280.6898193359375,202.69790649414062,1154.1734619140625,223.84619140625,1278.9822998046875,231.29745483398438
